20,41.0,203.0,469.0,487.0,490.0,497.0,475.0,481.0,474.0,484.0,496.0,499.0,479.0,477.0,493.0,471.0,61.0,63.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,64.0,485.0,486.0,288.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,472.0,473.0,62.0,204.0,228.0,500.0,501.0,502.0,369.0,367.0,368.0,210.0,208.0,209.0,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,43.0,316.0,366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,491.0,492.0,45.0,234.0,342.0,402.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,488.0,489.0,482.0,483.0,35.0,403.0,235.0,272.0,282.0,278.0,236.0,65.0,437.0,256.0,250.0,239.0,247.0,248.0,249.0,246.0,580.0,254.0,255.0,242.0,245.0,244.0,240.0,253.0,241.0,238.0,243.0,237.0,251.0,252.0,259.0,269.0,281.0,275.0,260.0,266.0,284.0,264.0,262.0,322.0,329.0,48.0,47.0,
26,276.0,277.0,494.0,495.0,328.0,332.0,333.0,339.0,334.0,337.0,335.0,336.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,261.0,273.0,274.0,498.0,340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,338.0,356.0,360.0,357.0,358.0,359.0,480.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,478.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,279.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,263.0,476.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,265.0,267.0,268.0,470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,270.0,271.0,257.0,258.0,341.0,321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,343.0,590.0,587.0,434.0,435.0,436.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,456.0,451.0,452.0,454.0,453.0,586.0,455.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,449.0,408.0,409.0,410.0,411.0,594.0,468.0,442.0,592.0,593.0,463.0,457.0,459.0,460.0,461.0,462.0,448.0,441.0,412.0,450.0,591.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,433.0,428.0,431.0,432.0,429.0,430.0,426.0,427.0,425.0,419.0,413.0,422.0,421.0,589.0,588.0,438.0,439.0,440.0,444.0,445.0,446.0,447.0,464.0,465.0,466.0,467.0,458.0,443.0,,,,,,,,,,,,,,,,,,,,
38,414.0,423.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,418.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,417.0,71.0,72.0,173.0,179.0,183.0,184.0,186.0,180.0,182.0,174.0,176.0,185.0,177.0,73.0,30.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,416.0,606.0,178.0,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,420.0,127.0,604.0,605.0,175.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,128.0,9.0,74.0,126.0,110.0,118.0,125.0,102.0,115.0,114.0,107.0,122.0,111.0,123.0,106.0,119.0,108.0,124.0,112.0,120.0,116.0,103.0,109.0,113.0,70.0,,,,,,,,,,,,,,,,,,,,,,,
45,117.0,8.0,121.0,104.0,105.0,5.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,10.0,76.0,78.0,81.0,79.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,69.0,75.0,345.0,344.0,99.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,355.0,350.0,354.0,353.0,346.0,352.0,349.0,347.0,348.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,77.0,351.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,101.0,130.0,82.0,129.0,85.0,83.0,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,131.0,2.0,24.0,23.0,96.0,25.0,57.0,0.0,26.0,86.0,87.0,94.0,1.0,92.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,90.0,93.0,89.0,91.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,97.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
